account_id,txn_count_7d,volume_7d,txn_count_30d,volume_30d,total_count_180d,total_volume_180d,unique_counterparties_30d,last_active_ts,avg_monthly_count,avg_monthly_volume,dormancy_days
ACC_00247,2,55229.8,10,220919.19,60,1325515.14,7,2026-06-28T01:30:48.717239,10,220919.19,1
ACC_00248,3,134362.8,12,537451.18,72,3224707.08,8,2026-06-26T02:30:48.717239,12,537451.18,2
ACC_00249,1,43533.75,7,174135.01,42,1044810.06,4,2026-06-21T20:30:48.717239,7,174135.01,3
ACC_00250,2,63623.24,10,254492.97,60,1526957.82,7,2026-06-26T03:30:48.717239,10,254492.97,3
ACC_00251,4,403246.64,17,1612986.58,102,9677919.48,11,2026-06-28T02:30:48.717239,17,1612986.58,8
ACC_00252,2,69256.3,10,277025.19,60,1662151.14,7,2026-06-28T17:30:48.717239,10,277025.19,8
ACC_00253,2,45621.31,11,182485.25,66,1094911.5,7,2026-06-24T09:30:48.717239,11,182485.25,8
ACC_00254,2,26786.28,8,107145.1,48,642870.6,5,2026-06-24T17:30:48.717239,8,107145.1,1
ACC_00255,2,42293.77,9,169175.07,54,1015050.42,6,2026-06-29T05:30:48.717239,9,169175.07,8
ACC_00256,1,25061.21,4,100244.83,24,601468.98,2,2026-06-19T18:30:48.717239,4,100244.83,10
ACC_00257,2,332020.85,9,1328083.4,54,7968500.4,6,2026-06-30T04:30:48.718285,9,1328083.4,4
ACC_00258,2,59267.86,8,237071.46,48,1422428.76,5,2026-06-27T20:30:48.717239,8,237071.46,4
ACC_00259,3,163528.18,14,654112.71,84,3924676.26,9,2026-06-30T06:30:48.717239,14,654112.71,5
ACC_00260,1,43501.06,7,174004.24,42,1044025.44,4,2026-06-22T13:30:48.717239,7,174004.24,10
ACC_00261,1,42542.53,6,170170.11,36,1021020.66,4,2026-06-30T16:30:48.717239,6,170170.11,7
ACC_00262,1,25203.94,6,100815.75,36,604894.5,4,2026-06-24T13:30:48.717239,6,100815.75,1
ACC_00263,3,224281.09,14,897124.37,84,5382746.22,9,2026-06-29T13:30:48.717239,14,897124.37,6
ACC_00264,2,42938.48,8,171753.93,48,1030523.58,5,2026-06-30T21:30:48.717239,8,171753.93,1
ACC_00265,2,48721.95,8,194887.79,48,1169326.74,5,2026-06-30T02:30:48.717239,8,194887.79,2
ACC_00266,1,41301.08,6,165204.31,36,991225.86,4,2026-06-26T22:30:48.717239,6,165204.31,7
ACC_00267,1,41537.93,6,166151.72,36,996910.32,4,2026-06-30T13:30:48.717239,6,166151.72,7
ACC_00268,1,47006.79,7,188027.15,42,1128162.9,4,2026-06-28T12:30:48.717239,7,188027.15,8
ACC_00269,1,209078.47,5,836313.88,30,5017883.28,3,2026-06-25T04:30:48.717239,5,836313.88,10
ACC_00270,1,12237.02,3,48948.06,18,293688.36,2,2026-06-29T06:30:48.717239,3,48948.06,10
ACC_00271,1,14034.34,4,56137.38,24,336824.28,2,2026-06-27T21:30:48.717239,4,56137.38,9
ACC_00272,2,199179.29,8,796717.17,48,4780303.02,5,2026-06-29T21:30:48.717239,8,796717.17,5
ACC_00273,2,135914.03,8,543656.13,48,3261936.78,5,2026-06-28T00:30:48.717239,8,543656.13,1
ACC_00274,1,25643.09,5,102572.37,30,615434.22,3,2026-06-29T02:30:48.717239,5,102572.37,8
ACC_00275,1,157419.57,6,629678.29,36,3778069.74,4,2026-06-29T18:30:48.717239,6,629678.29,7
ACC_00276,3,82482.76,13,329931.02,78,1979586.12,9,2026-06-30T02:30:48.717239,13,329931.02,8
ACC_00277,2,220454.02,10,881816.08,60,5290896.48,7,2026-06-23T07:30:48.717239,10,881816.08,9
ACC_00278,1,28667.82,7,114671.27,42,688027.62,4,2026-06-21T09:30:48.717239,7,114671.27,10
ACC_00279,2,35204.52,9,140818.07,54,844908.42,6,2026-06-30T15:30:48.717239,9,140818.07,10
ACC_00280,3,206837.31,12,827349.25,72,4964095.5,8,2026-06-30T14:30:48.717239,12,827349.25,8
ACC_00281,2,47755.87,10,191023.47,60,1146140.82,7,2026-06-27T22:30:48.717239,10,191023.47,4
ACC_00282,2,67622.76,10,270491.02,60,1622946.12,7,2026-06-30T13:30:48.717239,10,270491.02,1
ACC_00283,1,8140.02,2,32560.06,12,195360.36,1,2026-06-30T13:30:48.717239,2,32560.06,9
ACC_00284,1,20261.86,4,81047.42,24,486284.52,2,2026-06-23T14:30:48.717239,4,81047.42,1
ACC_00285,1,30174.49,7,120697.95,42,724187.7,4,2026-06-30T03:30:48.717239,7,120697.95,7
ACC_00286,2,60935.57,10,243742.27,60,1462453.62,7,2026-06-25T16:30:48.717239,10,243742.27,10
ACC_00287,1,31752.8,6,127011.19,36,762067.14,4,2026-06-29T07:30:48.717239,6,127011.19,6
ACC_00288,1,177997.42,6,711989.7,36,4271938.2,4,2026-06-28T17:30:48.717239,6,711989.7,9
ACC_00289,2,179738.46,10,718953.84,60,4313723.04,7,2026-06-30T23:30:48.717239,10,718953.84,2
ACC_00290,2,48447.44,10,193789.76,60,1162738.56,7,2026-06-30T02:30:48.717239,10,193789.76,5
ACC_00291,2,54921.33,9,219685.31,54,1318111.86,6,2026-06-29T03:30:48.717239,9,219685.31,7
ACC_00292,3,59677.54,13,238710.14,78,1432260.84,9,2026-06-28T02:30:48.717239,13,238710.14,8
ACC_00293,1,30086.89,7,120347.56,42,722085.36,4,2026-06-22T05:30:48.717239,7,120347.56,2
ACC_00294,1,188123.85,6,752495.39,36,4514972.34,4,2026-06-24T19:30:48.717239,6,752495.39,8
ACC_00295,1,29308.52,5,117234.07,30,703404.42,3,2026-06-26T13:30:48.717239,5,117234.07,10
ACC_00296,2,40092.21,10,160368.85,60,962213.1,7,2026-06-30T17:30:48.717239,10,160368.85,6
ACC_00297,2,56522.99,9,226091.97,54,1356551.82,6,2026-06-25T21:30:48.717239,9,226091.97,8
ACC_00298,2,121029.58,9,484118.33,54,2904709.98,6,2026-06-30T14:30:48.717239,9,484118.33,7
ACC_00299,1,210954.12,6,843816.5,36,5062899.0,4,2026-06-24T07:30:48.717239,6,843816.5,1
ACC_00300,2,51088.18,11,204352.73,66,1226116.38,7,2026-06-27T10:30:48.717239,11,204352.73,3
