entity_id,entity_type,declared_annual_income,kyc_status,age,geography_tier
ENT_02473,INDIVIDUAL,6400000,VERIFIED,55.0,tier2
ENT_02474,INDIVIDUAL,4200000,VERIFIED,53.0,tier2
ENT_02475,INDIVIDUAL,0,VERIFIED,27.0,metro
ENT_02476,INDIVIDUAL,1200000,VERIFIED,24.0,metro
ENT_02477,INDIVIDUAL,5900000,VERIFIED,39.0,tier2
ENT_02478,BUSINESS,31400000,VERIFIED,,metro
ENT_02479,INDIVIDUAL,19300000,VERIFIED,57.0,metro
ENT_02480,INDIVIDUAL,5100000,VERIFIED,22.0,rural
ENT_02481,INDIVIDUAL,6600000,VERIFIED,45.0,tier2
ENT_02482,INDIVIDUAL,2500000,VERIFIED,33.0,tier2
ENT_02483,INDIVIDUAL,1000000,VERIFIED,40.0,metro
ENT_02484,INDIVIDUAL,8700000,VERIFIED,31.0,rural
ENT_02485,BUSINESS,6500000,VERIFIED,,tier2
ENT_02486,INDIVIDUAL,9700000,VERIFIED,25.0,tier2
ENT_02487,INDIVIDUAL,300000,VERIFIED,41.0,rural
ENT_02488,INDIVIDUAL,900000,VERIFIED,31.0,tier2
ENT_02489,BUSINESS,5800000,VERIFIED,,metro
ENT_02490,BUSINESS,6600000,VERIFIED,,metro
ENT_02491,INDIVIDUAL,5200000,VERIFIED,24.0,rural
ENT_02492,BUSINESS,8700000,VERIFIED,,metro
ENT_02493,INDIVIDUAL,6000000,VERIFIED,20.0,rural
ENT_02494,INDIVIDUAL,300000,VERIFIED,54.0,rural
ENT_02495,BUSINESS,60200000,VERIFIED,,metro
ENT_02496,INDIVIDUAL,7900000,VERIFIED,24.0,metro
ENT_02497,INDIVIDUAL,2900000,VERIFIED,63.0,tier2
ENT_02498,BUSINESS,95400000,VERIFIED,,rural
ENT_02499,INDIVIDUAL,1700000,VERIFIED,38.0,metro
ENT_02500,INDIVIDUAL,29800000,VERIFIED,59.0,tier2
ENT_02501,INDIVIDUAL,5000000,VERIFIED,63.0,metro
ENT_02502,TRUST,62800000,VERIFIED,,metro
ENT_02503,INDIVIDUAL,1300000,VERIFIED,60.0,metro
ENT_02504,INDIVIDUAL,2800000,VERIFIED,64.0,metro
ENT_02505,INDIVIDUAL,0,VERIFIED,56.0,metro
ENT_02506,INDIVIDUAL,1400000,VERIFIED,18.0,metro
ENT_02507,INDIVIDUAL,1000000,VERIFIED,54.0,rural
ENT_02508,INDIVIDUAL,19000000,VERIFIED,25.0,rural
ENT_02509,INDIVIDUAL,0,VERIFIED,38.0,tier2
ENT_02510,TRUST,3700000,VERIFIED,,tier2
ENT_02511,INDIVIDUAL,4100000,VERIFIED,37.0,rural
ENT_02512,INDIVIDUAL,29500000,VERIFIED,65.0,tier2
ENT_02513,INDIVIDUAL,0,VERIFIED,63.0,metro
ENT_02514,INDIVIDUAL,6200000,VERIFIED,32.0,rural
ENT_02515,INDIVIDUAL,700000,VERIFIED,34.0,tier2
ENT_02516,INDIVIDUAL,1200000,VERIFIED,41.0,metro
ENT_02517,INDIVIDUAL,1300000,VERIFIED,61.0,rural
ENT_02518,INDIVIDUAL,5900000,VERIFIED,27.0,tier2
ENT_02519,INDIVIDUAL,5400000,VERIFIED,59.0,rural
ENT_02520,INDIVIDUAL,1400000,VERIFIED,50.0,tier2
ENT_02521,INDIVIDUAL,1100000,VERIFIED,31.0,metro
ENT_02522,INDIVIDUAL,0,VERIFIED,25.0,tier2
ENT_02523,INDIVIDUAL,1000000,VERIFIED,55.0,metro
ENT_02524,INDIVIDUAL,1400000,VERIFIED,38.0,tier2
ENT_02525,INDIVIDUAL,1100000,VERIFIED,28.0,metro
ENT_02526,INDIVIDUAL,2200000,VERIFIED,29.0,rural
ENT_02527,INDIVIDUAL,500000,VERIFIED,19.0,metro
ENT_02528,INDIVIDUAL,9800000,VERIFIED,45.0,tier2
ENT_02529,INDIVIDUAL,1400000,VERIFIED,41.0,tier2
ENT_02530,INDIVIDUAL,300000,VERIFIED,32.0,tier2
ENT_02531,BUSINESS,53600000,VERIFIED,,tier2
ENT_02532,TRUST,3000000,VERIFIED,,tier2
ENT_02533,BUSINESS,8200000,VERIFIED,,tier2
ENT_02534,INDIVIDUAL,300000,VERIFIED,23.0,metro
ENT_02535,INDIVIDUAL,6800000,VERIFIED,43.0,metro
ENT_02536,INDIVIDUAL,500000,VERIFIED,37.0,metro
ENT_02537,INDIVIDUAL,6500000,VERIFIED,23.0,tier2
ENT_02538,INDIVIDUAL,5700000,VERIFIED,18.0,metro
ENT_02539,INDIVIDUAL,1300000,VERIFIED,43.0,tier2
ENT_02540,BUSINESS,82300000,VERIFIED,,metro
ENT_02541,BUSINESS,88100000,VERIFIED,,rural
ENT_02542,INDIVIDUAL,700000,VERIFIED,61.0,tier2
ENT_02543,INDIVIDUAL,400000,VERIFIED,40.0,metro
ENT_02544,INDIVIDUAL,3800000,VERIFIED,56.0,metro
ENT_02545,INDIVIDUAL,1100000,VERIFIED,18.0,tier2
ENT_02546,INDIVIDUAL,76100000,VERIFIED,32.0,metro
ENT_02547,INDIVIDUAL,900000,VERIFIED,23.0,metro
ENT_02548,INDIVIDUAL,700000,VERIFIED,37.0,metro
ENT_02549,BUSINESS,28300000,VERIFIED,,metro
ENT_02550,INDIVIDUAL,6900000,VERIFIED,23.0,metro
ENT_02551,INDIVIDUAL,6100000,VERIFIED,18.0,metro
ENT_02552,INDIVIDUAL,9700000,VERIFIED,47.0,metro
ENT_02553,INDIVIDUAL,6400000,VERIFIED,21.0,metro
ENT_02554,INDIVIDUAL,8700000,VERIFIED,46.0,tier2
ENT_02555,INDIVIDUAL,7800000,VERIFIED,41.0,metro
ENT_02556,INDIVIDUAL,1500000,VERIFIED,42.0,rural
ENT_02557,INDIVIDUAL,0,VERIFIED,63.0,tier2
ENT_02558,INDIVIDUAL,6800000,VERIFIED,45.0,metro
ENT_02559,INDIVIDUAL,1000000,VERIFIED,47.0,metro
ENT_02560,BUSINESS,53500000,VERIFIED,,metro
ENT_02561,INDIVIDUAL,7900000,VERIFIED,35.0,metro
ENT_02562,INDIVIDUAL,0,VERIFIED,38.0,metro
ENT_02563,INDIVIDUAL,1400000,VERIFIED,20.0,tier2
ENT_02564,INDIVIDUAL,1100000,VERIFIED,24.0,metro
ENT_02565,INDIVIDUAL,700000,VERIFIED,40.0,rural
ENT_02566,INDIVIDUAL,1400000,VERIFIED,51.0,tier2
ENT_02567,INDIVIDUAL,300000,VERIFIED,27.0,tier2
ENT_02568,INDIVIDUAL,2200000,VERIFIED,42.0,tier2
ENT_02569,INDIVIDUAL,1300000,VERIFIED,65.0,metro
ENT_02570,INDIVIDUAL,1400000,VERIFIED,34.0,tier2
ENT_02571,INDIVIDUAL,0,VERIFIED,45.0,rural
ENT_02572,INDIVIDUAL,4800000,VERIFIED,57.0,tier2
ENT_02573,BUSINESS,5700000,VERIFIED,,tier2
ENT_02574,INDIVIDUAL,38100000,VERIFIED,65.0,tier2
ENT_02575,INDIVIDUAL,1500000,VERIFIED,56.0,metro
ENT_02576,INDIVIDUAL,300000,VERIFIED,44.0,metro
ENT_02577,INDIVIDUAL,4500000,VERIFIED,35.0,metro
ENT_02578,INDIVIDUAL,2200000,VERIFIED,32.0,metro
ENT_02579,INDIVIDUAL,1200000,VERIFIED,36.0,tier2
ENT_02580,INDIVIDUAL,900000,VERIFIED,58.0,tier2
ENT_02581,INDIVIDUAL,1100000,VERIFIED,18.0,metro
ENT_02582,INDIVIDUAL,2900000,VERIFIED,47.0,rural
ENT_02583,INDIVIDUAL,3100000,VERIFIED,61.0,metro
ENT_02584,INDIVIDUAL,8300000,VERIFIED,23.0,tier2
ENT_02585,INDIVIDUAL,600000,VERIFIED,65.0,rural
ENT_02586,INDIVIDUAL,800000,VERIFIED,46.0,tier2
ENT_02587,INDIVIDUAL,3100000,VERIFIED,57.0,metro
ENT_02588,INDIVIDUAL,12300000,VERIFIED,36.0,tier2
ENT_02589,INDIVIDUAL,1100000,VERIFIED,26.0,metro
ENT_02590,BUSINESS,32300000,VERIFIED,,metro
ENT_02591,INDIVIDUAL,500000,VERIFIED,65.0,rural
ENT_02592,INDIVIDUAL,600000,VERIFIED,44.0,rural
ENT_02593,INDIVIDUAL,9000000,VERIFIED,24.0,tier2
ENT_02594,INDIVIDUAL,9100000,VERIFIED,38.0,tier2
ENT_02595,INDIVIDUAL,900000,VERIFIED,49.0,tier2
ENT_02596,INDIVIDUAL,26000000,VERIFIED,29.0,metro
ENT_02597,INDIVIDUAL,6900000,VERIFIED,59.0,metro
ENT_02598,BUSINESS,52800000,VERIFIED,,metro
ENT_02599,INDIVIDUAL,2700000,VERIFIED,57.0,tier2
ENT_02600,TRUST,12300000,VERIFIED,,metro
ENT_02601,INDIVIDUAL,7000000,VERIFIED,61.0,metro
ENT_02602,INDIVIDUAL,9300000,VERIFIED,42.0,tier2
ENT_02603,BUSINESS,6800000,VERIFIED,,metro
ENT_02604,BUSINESS,5100000,VERIFIED,,metro
ENT_02605,INDIVIDUAL,0,VERIFIED,54.0,metro
ENT_02606,INDIVIDUAL,4000000,VERIFIED,29.0,rural
ENT_02607,INDIVIDUAL,1200000,VERIFIED,39.0,rural
ENT_02608,BUSINESS,1000000,VERIFIED,,tier2
ENT_02609,INDIVIDUAL,1100000,VERIFIED,48.0,rural
ENT_02610,INDIVIDUAL,700000,VERIFIED,63.0,tier2
ENT_02611,INDIVIDUAL,7800000,VERIFIED,63.0,metro
ENT_02612,INDIVIDUAL,4700000,VERIFIED,43.0,rural
ENT_02613,INDIVIDUAL,0,VERIFIED,43.0,tier2
ENT_02614,INDIVIDUAL,6400000,VERIFIED,25.0,metro
ENT_02615,BUSINESS,3100000,VERIFIED,,metro
ENT_02616,INDIVIDUAL,600000,VERIFIED,48.0,metro
ENT_02617,INDIVIDUAL,1900000,VERIFIED,47.0,rural
ENT_02618,INDIVIDUAL,700000,VERIFIED,39.0,metro
ENT_02619,INDIVIDUAL,9900000,VERIFIED,34.0,tier2
ENT_02620,INDIVIDUAL,2800000,VERIFIED,51.0,metro
ENT_02621,INDIVIDUAL,800000,VERIFIED,63.0,metro
ENT_02622,BUSINESS,58600000,VERIFIED,,tier2
ENT_02623,INDIVIDUAL,1500000,VERIFIED,62.0,metro
ENT_02624,INDIVIDUAL,4200000,VERIFIED,58.0,metro
ENT_02625,BUSINESS,8400000,VERIFIED,,metro
ENT_02626,INDIVIDUAL,7600000,VERIFIED,43.0,metro
ENT_02627,BUSINESS,8500000,VERIFIED,,rural
ENT_02628,INDIVIDUAL,1000000,VERIFIED,59.0,metro
ENT_02629,INDIVIDUAL,900000,VERIFIED,18.0,tier2
ENT_02630,INDIVIDUAL,600000,VERIFIED,32.0,metro
ENT_02631,INDIVIDUAL,2500000,VERIFIED,59.0,metro
ENT_02632,INDIVIDUAL,9100000,VERIFIED,18.0,rural
ENT_02633,BUSINESS,3500000,VERIFIED,,metro
ENT_02634,INDIVIDUAL,5200000,VERIFIED,50.0,metro
ENT_02635,INDIVIDUAL,7800000,VERIFIED,23.0,rural
ENT_02636,INDIVIDUAL,4100000,VERIFIED,33.0,metro
ENT_02637,INDIVIDUAL,9300000,VERIFIED,33.0,metro
ENT_02638,INDIVIDUAL,1200000,VERIFIED,35.0,tier2
ENT_02639,INDIVIDUAL,400000,VERIFIED,26.0,tier2
ENT_02640,INDIVIDUAL,1200000,VERIFIED,55.0,metro
ENT_02641,INDIVIDUAL,1600000,VERIFIED,38.0,tier2
ENT_02642,INDIVIDUAL,1000000,VERIFIED,23.0,metro
ENT_02643,INDIVIDUAL,8600000,VERIFIED,49.0,metro
ENT_02644,INDIVIDUAL,400000,VERIFIED,64.0,rural
ENT_02645,INDIVIDUAL,1500000,VERIFIED,58.0,tier2
ENT_02646,INDIVIDUAL,0,VERIFIED,44.0,tier2
ENT_02647,INDIVIDUAL,1100000,VERIFIED,48.0,tier2
ENT_02648,TRUST,5300000,VERIFIED,,metro
ENT_02649,INDIVIDUAL,1000000,VERIFIED,25.0,rural
ENT_02650,BUSINESS,62100000,VERIFIED,,metro
ENT_02651,INDIVIDUAL,0,VERIFIED,45.0,tier2
ENT_02652,INDIVIDUAL,5300000,VERIFIED,58.0,tier2
ENT_02653,BUSINESS,3900000,VERIFIED,,metro
ENT_02654,INDIVIDUAL,1100000,VERIFIED,48.0,metro
ENT_02655,INDIVIDUAL,8300000,VERIFIED,61.0,metro
ENT_02656,INDIVIDUAL,3100000,VERIFIED,28.0,tier2
ENT_02657,INDIVIDUAL,58500000,VERIFIED,59.0,tier2
ENT_02658,INDIVIDUAL,3900000,VERIFIED,34.0,metro
ENT_02659,BUSINESS,4900000,VERIFIED,,metro
ENT_02660,INDIVIDUAL,6700000,VERIFIED,37.0,metro
ENT_02661,INDIVIDUAL,1500000,VERIFIED,43.0,metro
ENT_02662,INDIVIDUAL,2700000,VERIFIED,47.0,tier2
ENT_02663,INDIVIDUAL,3600000,VERIFIED,60.0,tier2
ENT_02664,INDIVIDUAL,800000,VERIFIED,45.0,tier2
ENT_02665,INDIVIDUAL,3500000,VERIFIED,31.0,tier2
ENT_02666,INDIVIDUAL,400000,VERIFIED,33.0,metro
ENT_02667,INDIVIDUAL,70700000,VERIFIED,48.0,rural
ENT_02668,BUSINESS,80400000,VERIFIED,,rural
ENT_02669,INDIVIDUAL,1200000,VERIFIED,55.0,metro
ENT_02670,INDIVIDUAL,4500000,VERIFIED,52.0,metro
ENT_02671,BUSINESS,1900000,VERIFIED,,metro
ENT_02672,INDIVIDUAL,500000,VERIFIED,27.0,tier2
ENT_02673,INDIVIDUAL,6600000,VERIFIED,33.0,metro
ENT_02674,INDIVIDUAL,8100000,VERIFIED,51.0,rural
ENT_02675,INDIVIDUAL,1500000,VERIFIED,22.0,rural
ENT_02676,INDIVIDUAL,5600000,VERIFIED,46.0,tier2
ENT_02677,INDIVIDUAL,600000,VERIFIED,47.0,metro
ENT_02678,INDIVIDUAL,36500000,VERIFIED,34.0,tier2
ENT_02679,BUSINESS,53700000,VERIFIED,,metro
ENT_02680,INDIVIDUAL,0,VERIFIED,51.0,metro
ENT_02681,TRUST,13200000,VERIFIED,,rural
ENT_02682,BUSINESS,38900000,VERIFIED,,tier2
ENT_02683,INDIVIDUAL,8200000,VERIFIED,23.0,rural
ENT_02684,INDIVIDUAL,7500000,VERIFIED,23.0,tier2
ENT_02685,INDIVIDUAL,3400000,VERIFIED,22.0,tier2
ENT_02686,INDIVIDUAL,1000000,VERIFIED,65.0,metro
ENT_02687,INDIVIDUAL,1200000,VERIFIED,39.0,metro
ENT_02688,INDIVIDUAL,6500000,VERIFIED,19.0,metro
ENT_02689,INDIVIDUAL,5900000,VERIFIED,19.0,metro
ENT_02690,INDIVIDUAL,600000,VERIFIED,55.0,tier2
ENT_02691,INDIVIDUAL,1300000,VERIFIED,30.0,tier2
ENT_02692,INDIVIDUAL,1400000,VERIFIED,54.0,metro
ENT_02693,INDIVIDUAL,500000,VERIFIED,24.0,metro
ENT_02694,INDIVIDUAL,2600000,VERIFIED,52.0,metro
ENT_02695,INDIVIDUAL,3900000,VERIFIED,60.0,metro
ENT_02696,INDIVIDUAL,700000,VERIFIED,32.0,rural
ENT_02697,INDIVIDUAL,500000,VERIFIED,46.0,metro
ENT_02698,BUSINESS,5800000,VERIFIED,,metro
ENT_02699,INDIVIDUAL,1500000,VERIFIED,42.0,tier2
ENT_02700,INDIVIDUAL,61800000,VERIFIED,55.0,tier2
ENT_02701,INDIVIDUAL,2500000,VERIFIED,49.0,tier2
ENT_02702,INDIVIDUAL,52500000,VERIFIED,30.0,metro
ENT_02703,INDIVIDUAL,7100000,VERIFIED,34.0,tier2
ENT_02704,BUSINESS,92200000,VERIFIED,,metro
ENT_02705,TRUST,41700000,VERIFIED,,rural
ENT_02706,INDIVIDUAL,4800000,VERIFIED,32.0,rural
ENT_02707,INDIVIDUAL,5900000,VERIFIED,48.0,metro
ENT_02708,TRUST,14600000,VERIFIED,,metro
ENT_02709,INDIVIDUAL,2600000,VERIFIED,51.0,metro
ENT_02710,INDIVIDUAL,1700000,VERIFIED,56.0,rural
ENT_02711,BUSINESS,73200000,VERIFIED,,metro
ENT_02712,INDIVIDUAL,1100000,VERIFIED,27.0,tier2
ENT_02713,BUSINESS,3000000,VERIFIED,,metro
ENT_02714,INDIVIDUAL,800000,VERIFIED,34.0,tier2
ENT_02715,INDIVIDUAL,0,VERIFIED,19.0,rural
ENT_02716,INDIVIDUAL,6200000,VERIFIED,20.0,tier2
ENT_02717,INDIVIDUAL,3100000,VERIFIED,28.0,metro
ENT_02718,INDIVIDUAL,900000,VERIFIED,22.0,metro
ENT_02719,INDIVIDUAL,97600000,VERIFIED,52.0,metro
ENT_02720,BUSINESS,4900000,VERIFIED,,metro
ENT_02721,BUSINESS,77200000,VERIFIED,,tier2
ENT_02722,TRUST,7100000,VERIFIED,,metro
ENT_02723,BUSINESS,3800000,VERIFIED,,tier2
ENT_02724,BUSINESS,2200000,VERIFIED,,tier2
ENT_02725,INDIVIDUAL,4100000,VERIFIED,32.0,metro
ENT_02726,INDIVIDUAL,1400000,VERIFIED,47.0,tier2
ENT_02727,INDIVIDUAL,4400000,VERIFIED,26.0,metro
ENT_02728,INDIVIDUAL,1400000,VERIFIED,20.0,tier2
ENT_02729,INDIVIDUAL,3500000,VERIFIED,29.0,metro
ENT_02730,INDIVIDUAL,4000000,VERIFIED,28.0,metro
ENT_02731,INDIVIDUAL,800000,VERIFIED,30.0,tier2
ENT_02732,BUSINESS,31900000,VERIFIED,,metro
ENT_02733,INDIVIDUAL,1400000,VERIFIED,35.0,tier2
ENT_02734,INDIVIDUAL,500000,VERIFIED,34.0,metro
ENT_02735,BUSINESS,77900000,VERIFIED,,metro
ENT_02736,BUSINESS,16400000,VERIFIED,,tier2
ENT_02737,INDIVIDUAL,0,VERIFIED,52.0,metro
ENT_02738,INDIVIDUAL,400000,VERIFIED,25.0,tier2
ENT_02739,INDIVIDUAL,4900000,VERIFIED,46.0,metro
ENT_02740,TRUST,6000000,VERIFIED,,rural
ENT_02741,BUSINESS,9700000,VERIFIED,,metro
ENT_02742,INDIVIDUAL,5500000,VERIFIED,51.0,tier2
ENT_02743,INDIVIDUAL,7700000,VERIFIED,21.0,rural
ENT_02744,INDIVIDUAL,1100000,VERIFIED,28.0,metro
ENT_02745,INDIVIDUAL,1300000,VERIFIED,57.0,metro
ENT_02746,BUSINESS,97800000,VERIFIED,,metro
ENT_02747,INDIVIDUAL,51000000,VERIFIED,36.0,metro
ENT_02748,INDIVIDUAL,1000000,VERIFIED,47.0,metro
ENT_02749,INDIVIDUAL,400000,VERIFIED,34.0,tier2
ENT_02750,INDIVIDUAL,1400000,VERIFIED,57.0,tier2
ENT_02751,INDIVIDUAL,2700000,VERIFIED,27.0,metro
ENT_02752,INDIVIDUAL,34800000,VERIFIED,43.0,tier2
ENT_02753,INDIVIDUAL,600000,VERIFIED,33.0,rural
ENT_02754,INDIVIDUAL,38200000,VERIFIED,26.0,rural
ENT_02755,INDIVIDUAL,9600000,VERIFIED,27.0,metro
ENT_02756,INDIVIDUAL,800000,VERIFIED,18.0,tier2
ENT_02757,INDIVIDUAL,9000000,VERIFIED,56.0,metro
ENT_02758,INDIVIDUAL,400000,VERIFIED,52.0,tier2
ENT_02759,INDIVIDUAL,0,VERIFIED,64.0,metro
ENT_02760,INDIVIDUAL,49000000,VERIFIED,34.0,metro
ENT_02761,INDIVIDUAL,10000000,VERIFIED,62.0,rural
ENT_02762,INDIVIDUAL,1100000,VERIFIED,24.0,metro
ENT_02763,INDIVIDUAL,98500000,VERIFIED,41.0,metro
ENT_02764,BUSINESS,53100000,VERIFIED,,metro
ENT_02765,INDIVIDUAL,4500000,VERIFIED,34.0,tier2
ENT_02766,INDIVIDUAL,4200000,VERIFIED,40.0,metro
ENT_02767,INDIVIDUAL,4100000,VERIFIED,55.0,metro
ENT_02768,INDIVIDUAL,2300000,VERIFIED,63.0,metro
ENT_02769,INDIVIDUAL,8700000,VERIFIED,51.0,rural
ENT_02770,INDIVIDUAL,0,VERIFIED,24.0,tier2
ENT_02771,INDIVIDUAL,68900000,VERIFIED,24.0,metro
ENT_02772,INDIVIDUAL,1300000,VERIFIED,63.0,rural
ENT_02773,INDIVIDUAL,1400000,VERIFIED,20.0,metro
ENT_02774,INDIVIDUAL,8300000,VERIFIED,51.0,metro
ENT_02775,INDIVIDUAL,6500000,VERIFIED,60.0,rural
ENT_02776,INDIVIDUAL,1300000,VERIFIED,39.0,metro
ENT_02777,BUSINESS,96900000,VERIFIED,,rural
ENT_02778,INDIVIDUAL,5500000,VERIFIED,33.0,metro
ENT_02779,INDIVIDUAL,1400000,VERIFIED,58.0,metro
ENT_02780,INDIVIDUAL,1500000,VERIFIED,53.0,tier2
ENT_02781,INDIVIDUAL,3200000,VERIFIED,49.0,rural
ENT_02782,INDIVIDUAL,3900000,VERIFIED,38.0,rural
ENT_02783,INDIVIDUAL,9100000,VERIFIED,43.0,metro
ENT_02784,INDIVIDUAL,900000,VERIFIED,30.0,metro
ENT_02785,INDIVIDUAL,1500000,VERIFIED,46.0,rural
ENT_02786,INDIVIDUAL,43000000,VERIFIED,19.0,metro
ENT_02787,INDIVIDUAL,81700000,VERIFIED,59.0,tier2
ENT_02788,INDIVIDUAL,6000000,VERIFIED,57.0,tier2
ENT_02789,INDIVIDUAL,0,VERIFIED,56.0,rural
ENT_02790,INDIVIDUAL,2800000,VERIFIED,63.0,metro
ENT_02791,INDIVIDUAL,900000,VERIFIED,24.0,rural
ENT_02792,INDIVIDUAL,4700000,VERIFIED,57.0,tier2
ENT_02793,INDIVIDUAL,55300000,VERIFIED,20.0,metro
ENT_02794,INDIVIDUAL,12600000,VERIFIED,49.0,metro
ENT_02795,INDIVIDUAL,600000,VERIFIED,46.0,tier2
ENT_02796,INDIVIDUAL,0,VERIFIED,33.0,rural
ENT_02797,BUSINESS,52400000,VERIFIED,,tier2
ENT_02798,TRUST,7600000,VERIFIED,,tier2
ENT_02799,INDIVIDUAL,5900000,VERIFIED,65.0,metro
ENT_02800,INDIVIDUAL,1500000,VERIFIED,34.0,metro
ENT_02801,INDIVIDUAL,34000000,VERIFIED,38.0,tier2
ENT_02802,INDIVIDUAL,5100000,VERIFIED,62.0,metro
ENT_02803,INDIVIDUAL,1500000,VERIFIED,50.0,tier2
ENT_02804,INDIVIDUAL,1200000,VERIFIED,32.0,tier2
ENT_02805,INDIVIDUAL,8000000,VERIFIED,32.0,metro
ENT_02806,INDIVIDUAL,0,VERIFIED,57.0,metro
ENT_02807,INDIVIDUAL,0,VERIFIED,28.0,metro
ENT_02808,INDIVIDUAL,5400000,VERIFIED,48.0,rural
ENT_02809,INDIVIDUAL,1800000,VERIFIED,64.0,metro
ENT_02810,INDIVIDUAL,1300000,VERIFIED,63.0,tier2
ENT_02811,INDIVIDUAL,2700000,VERIFIED,43.0,metro
ENT_02812,INDIVIDUAL,9600000,VERIFIED,37.0,metro
ENT_02813,INDIVIDUAL,6200000,VERIFIED,27.0,tier2
ENT_02814,TRUST,8800000,VERIFIED,,metro
ENT_02815,INDIVIDUAL,1900000,VERIFIED,57.0,metro
ENT_02816,INDIVIDUAL,600000,VERIFIED,33.0,rural
ENT_02817,INDIVIDUAL,95500000,VERIFIED,29.0,metro
ENT_02818,BUSINESS,19100000,VERIFIED,,metro
ENT_02819,INDIVIDUAL,9700000,VERIFIED,42.0,rural
ENT_02820,INDIVIDUAL,800000,VERIFIED,29.0,metro
ENT_02821,INDIVIDUAL,4200000,VERIFIED,49.0,metro
ENT_02822,INDIVIDUAL,800000,VERIFIED,59.0,tier2
ENT_02823,INDIVIDUAL,7700000,VERIFIED,34.0,metro
ENT_02824,INDIVIDUAL,16000000,VERIFIED,61.0,metro
ENT_02825,INDIVIDUAL,64100000,VERIFIED,18.0,metro
ENT_02826,INDIVIDUAL,0,VERIFIED,54.0,tier2
ENT_02827,BUSINESS,9100000,VERIFIED,,tier2
ENT_02828,INDIVIDUAL,800000,VERIFIED,24.0,rural
ENT_02829,BUSINESS,6600000,VERIFIED,,tier2
ENT_02830,BUSINESS,6600000,VERIFIED,,metro
ENT_02831,INDIVIDUAL,2500000,VERIFIED,37.0,rural
ENT_02832,INDIVIDUAL,8500000,VERIFIED,51.0,metro
ENT_02833,INDIVIDUAL,500000,VERIFIED,57.0,rural
ENT_02834,BUSINESS,90200000,VERIFIED,,metro
ENT_02835,INDIVIDUAL,5300000,VERIFIED,33.0,metro
ENT_02836,INDIVIDUAL,3400000,VERIFIED,43.0,metro
ENT_02837,INDIVIDUAL,59100000,VERIFIED,60.0,tier2
ENT_02838,BUSINESS,9400000,VERIFIED,,tier2
ENT_02839,BUSINESS,87500000,VERIFIED,,tier2
ENT_02840,INDIVIDUAL,1000000,VERIFIED,30.0,metro
ENT_02841,INDIVIDUAL,900000,VERIFIED,23.0,metro
ENT_02842,INDIVIDUAL,1000000,VERIFIED,57.0,metro
ENT_02843,INDIVIDUAL,4600000,VERIFIED,61.0,tier2
ENT_02844,INDIVIDUAL,0,VERIFIED,23.0,metro
ENT_02845,INDIVIDUAL,65500000,VERIFIED,29.0,tier2
ENT_02846,INDIVIDUAL,1600000,VERIFIED,37.0,metro
ENT_02847,INDIVIDUAL,9700000,VERIFIED,45.0,tier2
ENT_02848,INDIVIDUAL,800000,VERIFIED,61.0,tier2
ENT_02849,BUSINESS,3800000,VERIFIED,,tier2
ENT_02850,INDIVIDUAL,600000,VERIFIED,54.0,tier2
ENT_02851,INDIVIDUAL,31000000,VERIFIED,62.0,metro
ENT_02852,INDIVIDUAL,77500000,VERIFIED,39.0,rural
ENT_02853,TRUST,95700000,VERIFIED,,metro
ENT_02854,INDIVIDUAL,8900000,VERIFIED,60.0,metro
ENT_02855,BUSINESS,30900000,VERIFIED,,rural
ENT_02856,INDIVIDUAL,51900000,VERIFIED,62.0,metro
ENT_02857,BUSINESS,7200000,VERIFIED,,metro
ENT_02858,INDIVIDUAL,1500000,VERIFIED,62.0,tier2
ENT_02859,INDIVIDUAL,1900000,VERIFIED,58.0,metro
ENT_02860,INDIVIDUAL,1800000,VERIFIED,29.0,tier2
ENT_02861,INDIVIDUAL,9700000,VERIFIED,63.0,rural
ENT_02862,INDIVIDUAL,4600000,VERIFIED,54.0,metro
ENT_02863,INDIVIDUAL,600000,VERIFIED,23.0,tier2
ENT_02864,INDIVIDUAL,300000,VERIFIED,48.0,metro
ENT_02865,INDIVIDUAL,0,VERIFIED,42.0,metro
ENT_02866,INDIVIDUAL,4000000,VERIFIED,45.0,tier2
ENT_02867,INDIVIDUAL,1200000,VERIFIED,20.0,tier2
ENT_02868,INDIVIDUAL,88600000,VERIFIED,31.0,tier2
ENT_02869,INDIVIDUAL,0,VERIFIED,27.0,metro
ENT_02870,TRUST,57300000,VERIFIED,,metro
ENT_02871,INDIVIDUAL,500000,VERIFIED,36.0,tier2
ENT_02872,INDIVIDUAL,5200000,VERIFIED,60.0,tier2
ENT_02873,INDIVIDUAL,600000,VERIFIED,56.0,tier2
ENT_02874,INDIVIDUAL,800000,VERIFIED,21.0,metro
ENT_02875,INDIVIDUAL,1200000,VERIFIED,57.0,tier2
ENT_02876,INDIVIDUAL,300000,VERIFIED,27.0,rural
ENT_02877,INDIVIDUAL,0,VERIFIED,18.0,tier2
ENT_02878,BUSINESS,3800000,VERIFIED,,tier2
ENT_02879,INDIVIDUAL,1200000,VERIFIED,59.0,rural
ENT_02880,INDIVIDUAL,5900000,VERIFIED,36.0,tier2
ENT_02881,INDIVIDUAL,34300000,VERIFIED,61.0,metro
ENT_02882,INDIVIDUAL,75100000,VERIFIED,47.0,metro
ENT_02883,BUSINESS,32900000,VERIFIED,,metro
