txn_count_7d,volume_7d,txn_count_30d,volume_30d,total_count_180d,total_volume_180d,unique_counterparties_30d,avg_monthly_count,avg_monthly_volume,dormancy_days,kyc_tier,declared_annual_income,near_threshold_txns_30d,income_utilization_ratio_30d,outflow_ratio_1h,account_type_CURRENT,account_type_SALARY,account_type_SAVINGS,entity_type_BUSINESS,entity_type_INDIVIDUAL,entity_type_TRUST,status_ACTIVE,risk_category_HIGH,risk_category_LOW,risk_category_MEDIUM
6,141740.32,12,324521.53,50,1893457.93,12,8.33,315576.32,2,2,3200000,0.0,0.10141297812500001,0.0,True,False,False,True,False,False,True,False,True,False
4,2870013.8200000003,14,3068922.31,42,4497658.19,14,7.0,749609.7,1,1,1500000,0.0,2.0459482066666665,0.0,False,False,True,False,True,False,True,False,False,True
3,61306.670000000006,15,1394836.24,36,2030501.66,15,6.0,338416.94,1,1,1100000,0.0,1.2680329454545454,0.0,False,False,True,False,True,False,True,False,True,False
3,89722.6,6,159050.47,31,773405.08,6,5.17,128900.85,3,3,86400000,0.0,0.0018408619212962963,0.0,False,True,False,False,True,False,True,False,True,False
4,152236.61,12,3412602.6300000004,42,4090310.56,12,7.0,681718.43,0,2,6100000,0.0,0.5594430540983607,0.016777629230799136,False,True,False,False,True,False,True,False,False,True
8,395983.98,16,1676713.43,44,2583786.55,16,7.33,430631.09,0,2,3300000,0.0,0.5080949787878788,0.017141088358974682,True,False,False,True,False,False,True,True,False,False
2,6203.9400000000005,5,86719.66,44,5420168.38,5,7.33,903361.4,2,2,7700000,0.0,0.011262293506493506,0.7098601861129147,False,False,True,False,True,False,True,False,False,True
1,23135.26,11,1688931.1,49,3466506.22,11,8.17,577751.04,6,1,900000,0.0,1.8765901111111112,0.0,False,False,True,False,True,False,True,False,False,True
0,0.0,1,928335.21,1,928335.21,1,0.17,154722.54,24,2,8500000,0.0,0.10921590705882353,0.0,True,False,False,True,False,False,True,True,False,False
3,153998.74,16,448277.45,41,1188114.99,16,6.83,198019.16,0,0,0,0.0,4.4827745000000006,0.002851252655520246,False,False,True,False,True,False,True,False,True,False
4,17166.13,10,1041172.19,43,2613147.2,10,7.17,435524.53,0,3,77000000,0.0,0.013521716753246753,0.0,True,False,False,True,False,False,True,False,True,False
3,198791.57,15,355185.19,50,1376747.73,15,8.33,229457.96,3,2,7100000,0.0,0.05002608309859155,0.0,False,False,True,False,True,False,True,False,True,False
2,104082.86,8,3946454.54,45,5983234.62,8,7.5,997205.77,4,0,0,0.0,39.4645454,0.6437351905780565,False,True,False,False,True,False,True,False,True,False
4,102649.59,13,413032.28,37,899743.9199999999,13,6.17,149957.32,1,3,16100000,0.0,0.02565417888198758,0.0,True,False,False,False,False,True,True,False,True,False
4,1017069.67,9,1219659.22,40,3093243.84,9,6.67,515540.64,0,3,23400000,0.0,0.052122188888888886,0.0,True,False,False,True,False,False,True,False,True,False
0,0.0,1,901624.79,1,901624.79,1,0.17,150270.8,14,2,3000000,0.0,0.3005415966666667,0.0,True,False,False,True,False,False,True,False,True,False
2,204527.77,9,314366.80000000005,42,1653479.03,9,7.0,275579.84,1,0,0,0.0,3.1436680000000004,0.0,False,True,False,False,True,False,True,True,False,False
4,265168.67000000004,9,1343444.89,51,3537074.87,9,8.5,589512.48,1,1,800000,0.0,1.6793061125,0.0,False,False,True,False,True,False,True,False,True,False
1,65882.93,8,107707.4,37,1340996.68,8,6.17,223499.45,4,2,9900000,0.0,0.010879535353535353,0.0,False,False,True,False,True,False,True,False,False,True
1,1081.17,11,1114180.04,46,2979363.95,11,7.67,496560.66,5,1,800000,0.0,1.3927250500000001,0.0,False,False,True,False,True,False,True,False,True,False
1,49462.33,13,679155.92,54,2453697.11,13,9.0,408949.52,1,1,700000,0.0,0.9702227428571429,0.0,False,False,True,False,True,False,True,True,False,False
0,0.0,1,931558.68,1,931558.68,1,0.17,155259.78,13,3,14700000,0.0,0.06337133877551021,0.0,False,True,False,False,True,False,True,True,False,False
2,13547.0,7,1914343.74,42,3426233.37,7,7.0,571038.9,1,2,4400000,0.0,0.4350781227272727,0.0,False,False,True,False,True,False,True,True,False,False
3,24828.52,13,1722855.98,46,5492209.6,13,7.67,915368.27,2,1,300000,0.0,5.742853266666667,0.40541053661138077,False,False,True,False,True,False,True,False,True,False
0,0.0,8,312882.38,38,1880254.91,8,6.33,313375.82,8,1,900000,0.0,0.3476470888888889,0.0,False,True,False,False,True,False,True,False,True,False
3,1123153.42,13,1363050.41,44,3045812.77,13,7.33,507635.46,0,1,1200000,0.0,1.1358753416666667,0.08737346907320169,False,True,False,False,True,False,True,False,True,False
0,0.0,1,919536.69,1,919536.69,1,0.17,153256.12,24,3,57600000,0.0,0.015964178645833334,0.0,True,False,False,False,False,True,True,False,True,False
0,0.0,0,0.0,0,0.0,0,0.0,0.0,1347,0,0,0.0,0.0,0.0,False,True,False,False,True,False,True,False,True,False
2,80104.44,10,6606901.140000001,46,7907219.96,10,7.67,1317869.99,3,0,0,0.0,66.06901140000001,0.0,False,True,False,False,True,False,True,False,True,False
1,943381.42,2,1917379.12,2,1917379.12,2,0.33,319563.19,2,1,1300000,0.0,1.4749070153846155,0.0,False,True,False,False,True,False,True,False,True,False
3,252100.17,11,811300.92,45,2176401.86,11,7.5,362733.64,0,2,7200000,0.0,0.11268068333333334,0.0,False,False,True,False,True,False,True,False,True,False
0,0.0,1,923858.54,1,923858.54,1,0.17,153976.42,28,3,12000000,0.0,0.07698821166666667,0.0,False,True,False,False,True,False,True,False,True,False
2,2697666.36,12,3245393.24,39,4404921.91,12,6.5,734153.65,3,2,8300000,0.0,0.3910112337349398,0.0,False,True,False,False,True,False,True,False,True,False
2,264606.82,16,838738.46,44,1900148.59,16,7.33,316691.43,3,2,7800000,0.0,0.10753057179487178,0.0,False,True,False,False,True,False,True,True,False,False
0,0.0,0,0.0,0,0.0,0,0.0,0.0,1471,3,95700000,0.0,0.0,0.0,False,False,True,False,True,False,True,False,True,False
3,309844.79,9,417694.84,40,1813402.08,9,6.67,302233.68,2,1,500000,0.0,0.83538968,0.0,False,True,False,False,True,False,True,False,True,False
3,967700.3,11,1993685.24,44,3047040.4,11,7.33,507840.07,3,3,62700000,0.0,0.031797212759170655,0.0,True,False,False,False,False,True,True,False,True,False
0,0.0,14,2843148.74,40,3475828.75,14,6.67,579304.79,8,2,5700000,0.0,0.49879802456140354,0.0,True,False,False,False,False,True,True,False,True,False
1,135506.31,6,473875.25,36,2008449.72,6,6.0,334741.62,6,2,3800000,0.0,0.12470401315789474,0.0,False,False,True,False,True,False,True,False,True,False
0,0.0,14,2274621.33,51,4072475.75,14,8.5,678745.96,8,1,600000,1.0,3.79103555,0.40909632141591973,False,True,False,False,True,False,True,False,True,False
4,142656.96000000002,11,544414.22,42,2116824.34,11,7.0,352804.06,0,1,900000,0.0,0.6049046888888888,0.0,False,True,False,False,True,False,True,False,True,False
2,7815.88,13,1323107.87,45,3197806.48,13,7.5,532967.75,1,3,94000000,0.0,0.014075615638297874,0.0,False,False,True,False,True,False,True,True,False,False
2,910467.5,12,1293728.98,45,2403652.67,12,7.5,400608.78,0,3,40500000,0.0,0.031943925432098765,0.0,False,False,True,False,True,False,True,False,True,False
2,207886.1,14,1646734.14,49,3249291.91,14,8.17,541548.65,3,0,0,0.0,16.4673414,0.0,False,False,True,False,True,False,True,False,True,False
3,22333.52,13,375569.25,47,1767403.47,13,7.83,294567.24,0,2,4800000,0.0,0.07824359375,0.0,False,False,True,False,True,False,True,False,False,True
4,94848.59,15,580862.35,57,2347263.05,15,9.5,391210.51,1,1,1300000,0.0,0.4468171923076923,0.0,False,False,True,False,True,False,True,False,True,False
2,966610.19,15,2154163.55,57,2833663.83,15,9.5,472277.3,3,1,700000,0.0,3.0773764999999997,0.0,False,False,True,False,True,False,True,False,True,False
2,5783.75,10,67279.33,43,1560818.96,10,7.17,260136.49,1,2,9100000,0.0,0.0073933329670329674,0.0,False,False,True,False,True,False,True,False,True,False
4,1050614.38,15,1458046.98,50,2925253.83,15,8.33,487542.3,0,2,9700000,0.0,0.15031412164948454,0.0,True,False,False,False,False,True,True,False,False,True
6,320232.53,13,883323.52,50,2284027.28,13,8.33,380671.21,0,2,9800000,0.0,0.09013505306122449,0.0,False,False,True,False,True,False,True,False,True,False
6,9222143.92,9,11114722.69,46,12692076.13,9,7.67,2115346.02,0,0,0,0.0,111.14722689999999,0.0,False,True,False,False,True,False,True,False,True,False
0,0.0,0,0.0,0,0.0,0,0.0,0.0,1382,2,4100000,0.0,0.0,0.0,False,False,True,False,True,False,True,False,True,False
3,82216.4,10,326818.88,38,1462438.35,10,6.33,243739.72,2,0,0,0.0,3.2681888,0.0,False,True,False,False,True,False,True,False,True,False
3,47404.82,15,565382.6799999999,44,1687173.19,15,7.33,281195.53,1,3,60400000,0.0,0.009360640397350992,0.0,True,False,False,True,False,False,True,False,True,False
2,96103.11,12,1391031.66,51,2990854.7800000003,12,8.5,498475.8,5,1,1500000,0.0,0.9273544399999999,0.0,False,True,False,False,True,False,True,False,True,False
1,200000.0,7,781084.7899999999,45,2528577.53,7,7.5,421429.59,6,2,9800000,0.0,0.07970252959183673,0.0,False,False,True,False,True,False,True,False,True,False
3,248496.22,17,952409.92,53,2027284.86,17,8.83,337880.81,2,2,7500000,0.0,0.12698798933333333,0.0,True,False,False,True,False,False,True,False,True,False
4,38254.38,13,578094.6699999999,44,4455907.11,13,7.33,742651.18,0,2,2000000,0.0,0.28904733499999996,0.6734431613214439,False,False,True,False,True,False,True,False,True,False
4,293328.19,14,1868842.27,43,3246002.94,14,7.17,541000.49,2,3,37400000,0.0,0.04996904465240642,0.0,True,False,False,True,False,False,True,True,False,False
3,125080.99,13,359945.32,49,1692729.62,13,8.17,282121.6,1,1,900000,0.0,0.39993924444444445,0.0,False,False,True,False,True,False,True,False,True,False
2,28003.45,15,1366032.92,52,2709199.27,15,8.67,451533.21,1,3,49800000,0.0,0.027430379919678713,0.0,True,False,False,False,False,True,True,False,False,True
8,210013.3,17,8295171.850000001,47,9261476.33,17,7.83,1543579.39,0,2,8500000,0.0,0.9759025705882354,0.0012612479957724468,False,False,True,False,True,False,True,False,True,False
3,142653.73,10,447008.2,46,1614068.24,10,7.67,269011.37,2,3,35200000,0.0,0.01269909659090909,0.0,True,False,False,True,False,False,True,False,False,True
2,87780.73000000001,14,498280.58,53,2616526.43,14,8.83,436087.74,3,3,17500000,0.0,0.028473176,0.0,False,False,True,False,True,False,True,False,True,False
6,128752.3,16,635283.95,46,1782537.61,16,7.67,297089.6,1,1,1100000,0.0,0.5775308636363636,0.0,False,False,True,False,True,False,True,False,True,False
1,39977.81,13,233613.36,40,1529943.99,13,6.67,254990.66,6,2,1600000,0.0,0.14600834999999998,0.0,False,False,True,False,True,False,True,False,True,False
2,135216.98,17,352701.3,41,956078.5,17,6.83,159346.42,3,1,1200000,0.0,0.29391775,0.0,False,False,True,False,True,False,True,False,True,False
2,189653.27,13,4783409.48,35,5268005.51,13,5.83,878000.92,2,1,600000,0.0,7.972349133333334,0.588633689722848,False,True,False,False,True,False,True,False,False,True
3,27151.2,8,454085.17,44,1975243.13,8,7.33,329207.19,2,2,2900000,0.0,0.15658109310344828,0.0,False,True,False,False,True,False,True,False,True,False
4,78191.18,13,144093.89,37,1064963.35,13,6.17,177493.89,1,2,6700000,0.0,0.021506550746268657,0.0,False,False,True,False,True,False,True,False,True,False
4,504759.39,11,1705463.07,46,3050271.09,11,7.67,508378.51,0,0,0,0.0,17.0546307,0.0,False,True,False,False,True,False,True,False,True,False
3,34053.86,10,381709.63,37,1487051.36,10,6.17,247841.89,4,1,1400000,0.0,0.2726497357142857,0.0,False,False,True,False,True,False,True,False,True,False
2,14411.31,12,1533962.95,48,2892285.15,12,8.0,482047.52,4,2,6000000,0.0,0.25566049166666666,0.0,True,False,False,True,False,False,True,False,True,False
2,165334.53,14,584102.27,50,1798425.09,14,8.33,299737.51,2,3,30200000,0.0,0.01934113476821192,0.0,False,True,False,False,True,False,True,False,True,False
3,1164723.0,16,1759017.61,52,2856887.24,16,8.67,476147.87,0,1,1500000,0.0,1.1726784066666667,0.0,False,True,False,False,True,False,True,False,True,False
2,141484.16,15,1492177.44,44,3220567.3400000003,15,7.33,536761.22,0,3,20600000,0.0,0.07243579805825243,0.0,False,True,False,False,True,False,True,False,False,True
1,30387.98,7,103903.46,39,1624845.85,7,6.5,270807.64,6,2,2700000,0.0,0.03848276296296296,0.0,False,False,True,False,True,False,True,False,True,False
1,23328.63,15,2231719.09,45,3849846.45,15,7.5,641641.08,5,1,600000,0.0,3.719531816666666,0.03499283780728226,False,True,False,False,True,False,True,False,True,False
2,203542.7,7,417619.34,43,1994207.27,7,7.17,332367.88,1,1,1100000,0.0,0.3796539454545455,0.0,False,False,True,False,True,False,True,False,True,False
2,51714.43,8,73347.44,46,1598276.4,8,7.67,266379.4,0,2,8900000,0.0,0.008241285393258427,0.0,True,False,False,True,False,False,True,False,True,False
0,0.0,10,1611976.98,43,2968059.73,10,7.17,494676.62,8,1,600000,0.0,2.6866282999999997,0.0,False,True,False,False,True,False,True,False,True,False
4,250503.06000000003,12,672496.47,40,2243384.19,12,6.67,373897.36,0,2,9600000,0.0,0.070051715625,0.0,False,False,True,False,True,False,True,False,True,False
0,0.0,9,413815.53,51,1534693.16,9,8.5,255782.19,9,2,9200000,0.0,0.04497994891304348,0.0,True,False,False,True,False,False,True,False,True,False
1,81322.84,14,533265.64,48,1920923.42,14,8.0,320153.9,0,3,14100000,0.0,0.03782025815602837,0.0,True,False,False,True,False,False,True,False,True,False
1,7196.82,9,315067.28,39,1379542.98,9,6.5,229923.83,4,3,19900000,0.0,0.015832526633165832,0.0,True,False,False,True,False,False,True,False,True,False
1,26892.02,7,407307.45,40,2090115.69,7,6.67,348352.62,6,2,3700000,0.0,0.1100830945945946,0.0,False,True,False,False,True,False,True,False,True,False
4,74630.21,12,1089835.39,42,2371642.56,12,7.0,395273.76,0,1,400000,0.0,2.7245884749999996,0.0,False,False,True,False,True,False,True,False,True,False
2,201316.48,15,1789682.74,48,3211860.8200000003,15,8.0,535310.14,0,2,4000000,0.0,0.447420685,0.0,True,False,False,True,False,False,True,False,True,False
0,0.0,2,1877855.9,2,1877855.9,2,0.33,312975.98,25,1,1300000,1.0,1.4445045384615385,0.9900000019074945,False,False,True,False,True,False,True,False,True,False
2,221640.98,7,521230.67,41,1551502.58,7,6.83,258583.76,1,1,1400000,0.0,0.37230762142857143,0.0,False,True,False,False,True,False,True,False,True,False
2,56801.87,11,656281.71,44,1625673.79,11,7.33,270945.63,3,2,10000000,0.0,0.065628171,0.0,False,True,False,False,True,False,True,False,True,False
3,19891.14,8,1006926.5,37,1816252.06,8,6.17,302708.68,2,0,0,0.0,10.069265,0.0,False,False,True,False,True,False,True,False,True,False
3,35768.77,6,111676.12,42,1994152.44,6,7.0,332358.74,2,1,600000,0.0,0.18612686666666667,0.0,False,False,True,False,True,False,True,False,True,False
2,1128087.44,9,1208244.89,39,2050616.38,9,6.5,341769.4,0,3,81500000,0.0,0.014825090674846624,0.0,True,False,False,True,False,False,True,False,True,False
4,2137139.51,11,2243550.87,43,3258638.05,11,7.17,543106.34,2,2,1300000,0.0,1.7258083615384616,0.0,False,True,False,False,True,False,True,False,True,False
3,163932.17,12,1529995.63,40,2868230.78,12,6.67,478038.46,0,2,2700000,0.0,0.5666650481481481,0.0,False,False,True,False,True,False,True,False,True,False
4,7344079.69,11,8345941.58,56,9931579.24,11,9.33,1655263.21,0,2,2800000,0.0,2.9806934214285716,0.035699575637331456,True,False,False,True,False,False,True,False,True,False
2,7934.219999999999,9,1164648.0799999998,44,2451868.03,9,7.33,408644.67,2,3,11600000,0.0,0.10040069655172412,0.0,True,False,False,True,False,False,True,False,False,True
1,135401.13,11,1503019.73,52,3031412.74,11,8.67,505235.46,0,2,8200000,0.0,0.18329508902439023,0.0,False,False,True,False,True,False,True,False,True,False
3,227136.26,17,662143.06,54,1703088.96,17,9.0,283848.16,1,1,1300000,0.0,0.5093408153846154,0.0,False,False,True,False,True,False,True,False,True,False
1,25848.99,12,1310180.79,39,2388669.25,12,6.5,398111.54,3,2,5300000,0.0,0.24720392264150945,0.0,True,False,False,True,False,False,True,False,True,False
4,232737.66,12,560287.53,49,2205335.42,12,8.17,367555.9,0,2,6800000,0.0,0.082395225,0.0,False,True,False,False,True,False,True,False,True,False
5,616053.36,13,2077237.7,41,3339375.04,13,6.83,556562.51,0,1,500000,0.0,4.1544754,0.0,False,True,False,False,True,False,True,False,True,False
2,44535.22,11,1120605.64,49,2739346.81,11,8.17,456557.8,5,1,1500000,0.0,0.7470704266666666,0.0,False,True,False,False,True,False,True,False,True,False
5,245967.67,14,480639.95,44,1510450.36,14,7.33,251741.73,3,2,9500000,0.0,0.05059367894736842,0.0,False,True,False,False,True,False,True,False,True,False
1,2405.44,8,196905.95,42,973248.43,8,7.0,162208.07,1,1,1200000,0.0,0.16408829166666666,0.0,False,True,False,False,True,False,True,False,False,True
3,132683.09,12,280854.25,41,1711246.17,12,6.83,285207.7,0,3,48500000,0.0,0.0057908092783505154,0.0,True,False,False,True,False,False,True,False,True,False
3,64022.09,7,204745.12,45,1952570.81,7,7.5,325428.47,1,0,0,0.0,2.0474512,0.0,False,False,True,False,True,False,True,False,True,False
3,391046.6,14,810595.2,41,1705087.39,14,6.83,284181.23,1,2,3300000,0.0,0.24563490909090907,0.0,True,False,False,True,False,False,True,False,True,False
0,0.0,7,1374191.71,37,2187730.8,7,6.17,364621.8,9,2,9500000,0.0,0.14465175894736843,0.0,True,False,False,True,False,False,True,False,True,False
2,959449.63,11,4769250.4,43,5640408.88,11,7.17,940068.15,1,2,7500000,0.0,0.6359000533333334,0.5644089636079546,False,False,True,False,True,False,True,False,True,False
1,163624.89,28,19214405.65,67,20812765.38,28,11.17,3468794.23,4,3,45200000,20.0,0.42509747013274335,0.0,False,False,True,False,True,False,True,False,True,False
2,51568.58,10,1408802.57,49,2558047.86,10,8.17,426341.31,1,0,0,0.0,14.088025700000001,0.0,False,False,True,False,True,False,True,False,True,False
0,0.0,1,943853.28,1,943853.28,1,0.17,157308.88,16,2,7800000,0.0,0.12100683076923077,0.0,False,False,True,False,True,False,True,False,True,False
1,120592.12,11,679736.52,49,3070115.58,11,8.17,511685.93,0,1,500000,0.0,1.3594730400000001,0.09451112715904106,False,True,False,False,True,False,True,False,True,False
2,41554.73,11,3240928.1,48,4557340.86,11,8.0,759556.81,0,2,6200000,0.0,0.5227303387096774,0.009095622956709707,False,False,True,False,True,False,True,True,False,False
4,94062.49,9,421297.56,36,1360138.68,9,6.0,226689.78,1,2,1400000,0.0,0.30092682857142855,0.0,True,False,False,True,False,False,True,False,True,False
0,0.0,6,326786.16000000003,40,1520331.05,6,6.67,253388.51,11,1,400000,0.0,0.8169654000000001,0.0,False,False,True,False,True,False,True,False,True,False
2,1155486.75,12,1454018.36,51,2466700.2,12,8.5,411116.7,3,1,700000,0.0,2.077169085714286,0.0,False,False,True,False,True,False,True,False,False,True
2,14002139.77,3,14965815.02,3,14965815.02,3,0.5,2494302.5,0,1,800000,0.0,18.707268775,0.0,False,False,True,False,True,False,True,False,True,False
3,52497.5,15,481923.4,48,1445845.18,15,8.0,240974.2,0,2,4300000,0.0,0.11207520930232559,0.0,False,True,False,False,True,False,True,False,False,True
6,9347748.47,15,10442403.02,45,10999785.05,15,7.5,1833297.51,1,2,9000000,0.0,1.1602670022222221,0.0,False,True,False,False,True,False,True,False,True,False
3,33033.23,7,84354.3,40,1256609.89,7,6.67,209434.98,4,2,8800000,0.0,0.00958571590909091,0.0,False,True,False,False,True,False,True,False,True,False
3,131946.72,8,175311.85,33,895782.78,8,5.5,149297.13,3,3,79000000,0.0,0.002219137341772152,0.0,True,False,False,True,False,False,True,False,False,True
4,242825.4,15,726015.63,58,1999260.35,15,9.67,333210.06,1,2,1300000,0.0,0.5584735615384615,0.0,False,False,True,False,True,False,True,False,True,False
4,46418.8,15,1482771.5,56,2714797.61,15,9.33,452466.27,1,1,1300000,0.0,1.1405934615384616,0.0,False,True,False,False,True,False,True,False,True,False
1,4079.66,10,432565.87,37,1007105.43,10,6.17,167850.9,3,1,1300000,0.0,0.3327429769230769,0.03876925964316594,False,False,True,False,True,False,True,False,True,False
0,0.0,8,181841.61,45,2132510.67,8,7.5,355418.44,14,2,7900000,0.0,0.023017925316455693,0.0,False,False,True,False,True,False,True,False,True,False
1,2504.86,15,1316907.28,38,2298029.27,15,6.33,383004.88,5,2,5100000,0.0,0.2582171137254902,0.0,False,False,True,False,True,False,True,True,False,False
5,1320464.0,14,2383490.04,42,3866282.41,14,7.0,644380.4,2,2,9700000,0.0,0.24572062268041236,0.0,False,True,False,False,True,False,True,False,True,False
5,211373.06,14,605168.62,62,2110313.16,14,10.33,351718.86,0,1,800000,0.0,0.756460775,0.02369268639033952,False,False,True,False,True,False,True,False,True,False
3,78737.9,14,1286307.54,38,1914424.19,14,6.33,319070.7,0,1,1300000,0.0,0.9894673384615384,0.0,False,True,False,False,True,False,True,False,True,False
0,0.0,10,2158218.96,34,2813251.81,10,5.67,468875.3,7,0,0,0.0,21.5821896,0.0,False,True,False,False,True,False,True,True,False,False
4,218308.8,9,1340811.5,36,2302138.89,9,6.0,383689.82,0,1,400000,0.0,3.35202875,0.0,False,False,True,False,True,False,True,True,False,False
1,2943.1,8,150330.96,51,1397813.28,8,8.5,232968.88,3,2,8800000,0.0,0.017083063636363634,0.004509070861328758,False,True,False,False,True,False,True,False,True,False
2,98252.42,10,383874.8,41,1919726.17,10,6.83,319954.36,2,1,600000,0.0,0.6397913333333333,0.0,False,False,True,False,True,False,True,False,False,True
3,82675.0,9,331445.15,48,2760590.15,9,8.0,460098.36,1,1,1200000,0.0,0.2762042916666667,0.0,False,True,False,False,True,False,True,False,True,False
4,221959.86,10,1451955.52,39,2488030.71,10,6.5,414671.78,3,2,4400000,0.0,0.3299898909090909,0.00626540919544443,True,False,False,True,False,False,True,False,True,False
5,265089.21,37,22889707.81,70,24409515.04,37,11.67,4068252.51,1,1,700000,23.0,32.69958258571428,0.0,False,False,True,False,True,False,True,True,False,False
6,93524.42,12,275542.36,41,1257537.24,12,6.83,209589.54,0,2,5600000,0.0,0.04920399285714285,0.0,False,False,True,False,True,False,True,False,True,False
4,28960.83,14,525145.29,47,1976344.29,14,7.83,329390.72,2,1,700000,0.0,0.7502075571428573,0.0,False,False,True,False,True,False,True,False,True,False
0,0.0,1,973211.61,1,973211.61,1,0.17,162201.94,14,2,9100000,0.0,0.10694633076923077,0.0,False,False,True,False,True,False,True,False,False,True
4,78920.70000000001,12,2336313.3000000003,44,3350137.56,12,7.33,558356.26,0,2,6000000,0.0,0.38938555,0.0,True,False,False,True,False,False,True,False,False,True
3,271018.36,38,18894977.78,74,20776206.49,38,12.33,3462701.08,1,2,4900000,19.0,3.8561179142857145,0.0,False,True,False,False,True,False,True,False,True,False
3,377810.42,8,515247.02,41,1989621.21,8,6.83,331603.53,1,2,3600000,0.0,0.14312417222222223,0.0,False,True,False,False,True,False,True,False,True,False
4,45670.06,8,1248616.7,36,2569188.72,8,6.0,428198.12,4,3,20900000,0.0,0.05974242583732057,0.0,False,False,True,False,True,False,True,False,True,False
3,418446.11,14,1758943.26,46,2443486.49,14,7.67,407247.75,3,3,40600000,0.0,0.043323725615763545,0.0,False,True,False,False,True,False,True,False,True,False
6,255310.18,14,314350.8,43,1402469.0,14,7.17,233744.83,0,2,2400000,0.0,0.1309795,0.0,False,True,False,False,True,False,True,False,True,False
1,65385.98,7,237152.45,41,1263662.6,7,6.83,210610.43,3,2,4900000,0.0,0.04839845918367347,0.0,False,False,True,False,True,False,True,True,False,False
20,18089825.57,30,20214131.95,69,21835237.63,30,11.5,3639206.27,1,2,6200000,19.0,3.2603438629032255,0.0,False,True,False,False,True,False,True,False,True,False
1,46022.13,9,530954.34,44,1993337.24,9,7.33,332222.87,0,2,5900000,0.0,0.08999226101694914,0.0,False,True,False,False,True,False,True,False,True,False
3,143372.87,16,1511694.88,57,3506850.87,16,9.5,584475.14,1,1,1400000,0.0,1.0797820571428571,0.0,False,False,True,False,True,False,True,False,True,False
4,30024.71,17,1475806.92,69,3398103.29,17,11.5,566350.55,0,2,6500000,0.0,0.22704721846153844,0.0,False,False,True,False,True,False,True,False,True,False
4,138840.96,15,1452806.35,47,2519834.22,15,7.83,419972.37,0,2,3700000,0.0,0.3926503648648649,0.0,False,False,True,False,True,False,True,False,True,False
2,203966.44,8,461356.75,43,1590443.77,8,7.17,265073.96,2,2,5100000,0.0,0.09046210784313725,0.0,True,False,False,True,False,False,True,False,True,False
3,231664.75,12,656132.2,39,1633188.41,12,6.5,272198.07,1,1,600000,0.0,1.0935536666666665,0.0,False,False,True,False,True,False,True,False,True,False
1,34351.85,9,379635.26,41,1341851.61,9,6.83,223641.93,0,2,2600000,0.0,0.14601356153846154,0.029959596077807495,False,True,False,False,True,False,True,False,False,True
1,49631.91,6,269570.96,34,1094739.93,6,5.67,182456.66,2,2,3900000,0.0,0.06912075897435897,0.0,False,True,False,False,True,False,True,False,True,False
3,207163.88,9,661612.83,49,2271363.73,9,8.17,378560.62,1,2,9300000,0.0,0.07114116451612902,0.0,True,False,False,True,False,False,True,False,False,True
1,43695.07,5,103196.67,35,1567846.04,5,5.83,261307.67,0,2,7700000,0.0,0.013402164935064935,0.0,False,False,True,False,True,False,True,False,True,False
5,91060.55,17,467188.94,52,2365674.79,17,8.67,394279.13,3,1,800000,0.0,0.583986175,0.0,False,False,True,False,True,False,True,False,True,False
3,35173.58,13,299759.91000000003,46,2103547.87,13,7.67,350591.31,0,0,0,0.0,2.9975991000000004,0.0,False,False,True,False,True,False,True,True,False,False
1,47.95,7,629381.52,42,1901174.72,7,7.0,316862.45,0,1,1100000,0.0,0.5721650181818182,0.30367964372790085,False,False,True,False,True,False,True,False,False,True
2,43750.72,12,418508.35,47,1753347.53,12,7.83,292224.59,4,2,5800000,0.0,0.07215661206896551,0.0,False,False,True,False,True,False,True,True,False,False
2,21448.24,14,2138017.5300000003,55,3409581.45,14,9.17,568263.58,0,1,400000,0.0,5.345043825,0.0,False,True,False,False,True,False,True,False,True,False
2,235559.19,11,511436.73,39,1632981.75,11,6.5,272163.62,2,1,500000,0.0,1.02287346,0.0,False,True,False,False,True,False,True,False,True,False
4,1298926.72,14,1641069.64,57,2956387.68,14,9.5,492731.28,1,2,7700000,0.0,0.21312592727272725,0.02594137466979851,False,True,False,False,True,False,True,False,True,False
1,28342.44,9,525584.1,34,1008020.3,9,5.67,168003.38,4,3,36600000,0.0,0.014360221311475409,0.0,False,False,True,False,True,False,True,True,False,False
2,3012632.6300000004,14,3753529.28,49,5760800.420000001,14,8.17,960133.4,1,0,0,0.0,37.5352928,0.0,False,False,True,False,True,False,True,False,True,False
3,74031.9,13,427464.11,46,1709795.74,13,7.67,284965.96,2,1,700000,0.0,0.6106630142857142,0.0015758425176319616,False,False,True,False,True,False,True,False,True,False
2,206203.72,13,1352452.93,38,2472558.57,13,6.33,412093.1,2,3,22600000,0.0,0.059843049999999995,0.0,False,False,True,False,True,False,True,False,False,True
1,952362.62,1,952362.62,1,952362.62,1,0.17,158727.1,1,3,20900000,0.0,0.04556758947368421,0.0,False,True,False,False,True,False,True,False,False,True
0,0.0,1,912103.29,1,912103.29,1,0.17,152017.22,21,1,1300000,0.0,0.7016179153846154,0.0,False,True,False,False,True,False,True,False,True,False
2,32046.800000000003,8,433623.38,47,2247359.63,8,7.83,374559.94,2,3,94000000,0.0,0.004613014680851064,0.00013283704864715923,False,False,True,False,True,False,True,False,True,False
0,0.0,8,382464.34,41,1991703.54,8,6.83,331950.59,7,2,4900000,0.0,0.07805394693877551,0.0,False,True,False,False,True,False,True,False,True,False
